Genre,Year,Rating
 Romance,2010,7.8
Action,2021,6.7
 Fantasy,2021,6.7
 Sci-Fi,2021,6.7
Comedy,2018,7.5
 Drama,2018,7.5
 Romance,2018,7.5
Action,2020,7.5
 Drama,2020,7.5
 Mystery,2020,7.5
Crime,2018,7.9
 Drama,2018,7.9
 Mystery,2018,7.9
Drama,2012,7.7
Comedy,2020,7.4
 Fantasy,2020,7.4
 Mystery,2020,7.4
Drama,2017,8.3
 Fantasy,2017,8.3
 Romance,2017,8.3
Comedy,2021,7.7
 Music,2021,7.7
 Romance,2021,7.7
Comedy,2018,7.5
 Romance,2018,7.5
Animation,2007,5.7
Animation,2008,5.7
Animation,2009,5.7
Animation,2010,5.7
 Action,2007,5.7
 Action,2008,5.7
 Action,2009,5.7
 Action,2010,5.7
 Adventure,2007,5.7
 Adventure,2008,5.7
 Adventure,2009,5.7
 Adventure,2010,5.7
Drama,2014,7.9
 Music,2014,7.9
 Romance,2014,7.9
Drama,2017,7.7
 Romance,2017,7.7
Drama,2019,7.7
 Mystery,2019,7.7
 Thriller,2019,7.7
Comedy,2018,7.8
 Romance,2018,7.8
Drama,2022,-
 Fantasy,2022,-
 Horror,2022,-
Drama,2016,7.6
Comedy,2021,1.8
 Drama,2021,1.8
 Sport,2021,1.8
Drama,2019,8.4
 Sport,2019,8.4
Fantasy,2020,7.7
 Mystery,2020,7.7
 Thriller,2020,7.7
Drama,2018,7.7
 Thriller,2018,7.7
Crime,2017,7.8
 Drama,2017,7.8
 Thriller,2017,7.8
Comedy,2016,7.7
 Drama,2016,7.7
 Romance,2016,7.7
Drama,2018,8.2
 Mystery,2018,8.2
 Romance,2018,8.2
Drama,2018,7.1
 Romance,2018,7.1
Animation,2001,6.3
Animation,2002,6.3
Animation,2003,6.3
 Action,2001,6.3
 Action,2002,6.3
 Action,2003,6.3
 Adventure,2001,6.3
 Adventure,2002,6.3
 Adventure,2003,6.3
Comedy,2021,7.2
 Fantasy,2021,7.2
 Romance,2021,7.2
Comedy,2021,7.4
 Drama,2021,7.4
Fantasy,2018,7.6
 Romance,2018,7.6
Comedy,2020,6.5
 Drama,2020,6.5
 Fantasy,2020,6.5
Drama,2021,7.0
 Romance,2021,7.0
Drama,2010,8.1
 History,2010,8.1
 Romance,2010,8.1
Crime,2020,6.5
 Drama,2020,6.5
 Romance,2020,6.5
Drama,2019,7.7
 Mystery,2019,7.7
 Thriller,2019,7.7
History,2021,7.6
 Romance,2021,7.6
Comedy,2015,7.3
 Drama,2015,7.3
 Romance,2015,7.3
Drama,2020,7.2
 Fantasy,2020,7.2
 Mystery,2020,7.2
Comedy,2004,7.9
 Romance,2004,7.9
Comedy,2013,8.2
 Fantasy,2013,8.2
 Horror,2013,8.2
Comedy,2012,7.2
 Romance,2012,7.2
Comedy,2020,6.5
 Fantasy,2020,6.5
 Romance,2020,6.5
Comedy,2021,7.5
 Drama,2021,7.5
 Romance,2021,7.5
Comedy,2020,7.4
 Drama,2020,7.4
 Romance,2020,7.4
Fantasy,2019,7.7
 Mystery,2019,7.7
 Romance,2019,7.7
Drama,2021,8.2
 Romance,2021,8.2
Comedy,2018,8.3
 Crime,2018,8.3
 Drama,2018,8.3
Short,2020,5.8
 Horror,2020,5.8
 Mystery,2020,5.8
Drama,2021,7.5
 Mystery,2021,7.5
Fantasy,2020,7.9
 Mystery,2020,7.9
 Sci-Fi,2020,7.9
Comedy,2019,6.8
 Crime,2019,6.8
 Drama,2019,6.8
Animation,2009,5.2
Animation,2010,5.2
Animation,2011,5.2
Animation,2012,5.2
 Action,2009,5.2
 Action,2010,5.2
 Action,2011,5.2
 Action,2012,5.2
 Adventure,2009,5.2
 Adventure,2010,5.2
 Adventure,2011,5.2
 Adventure,2012,5.2
Crime,2019,7.9
 Drama,2019,7.9
 Thriller,2019,7.9
Drama,2018,7.7
 Mystery,2018,7.7
 Romance,2018,7.7
Action,2014,7.9
 Crime,2014,7.9
 Thriller,2014,7.9
Romance,2019,7.2
Drama,2017,8.0
Comedy,2020,7.4
 Romance,2020,7.4
Drama,2015,7.7
 Mystery,2015,7.7
 Romance,2015,7.7
Crime,2020,8.2
 Drama,2020,8.2
 Mystery,2020,8.2
Comedy,2017,7.4
 Fantasy,2017,7.4
Comedy,2021,7.8
 Fantasy,2021,7.8
 Horror,2021,7.8
Action,2019,8.4
 Crime,2019,8.4
 Drama,2019,8.4
Drama,2021,6.5
 Romance,2021,6.5
Drama,2012,8.0
 Fantasy,2012,8.0
 History,2012,8.0
Game-Show,2017,7.3
Game-Show,2018,7.3
 Reality-TV,2017,7.3
 Reality-TV,2018,7.3
Action,2021,6.1
 Fantasy,2021,6.1
 Mystery,2021,6.1
Comedy,2015,7.0
 Drama,2015,7.0
 Romance,2015,7.0
Comedy,2019,7.3
 Romance,2019,7.3
Comedy,2016,7.8
 Fantasy,2016,7.8
 Romance,2016,7.8
Comedy,2010,7.8
 Drama,2010,7.8
 History,2010,7.8
Crime,2015,7.8
 Mystery,2015,7.8
 Romance,2015,7.8
Comedy,2005,8.0
 Drama,2005,8.0
 Romance,2005,8.0
Drama,2021,7.2
 Music,2021,7.2
Comedy,2014,7.9
 Romance,2014,7.9
Fantasy,2020,6.5
 Mystery,2020,6.5
 Romance,2020,6.5
Drama,2017,7.5
Comedy,2017,6.9
 Romance,2017,6.9
Crime,2020,8.1
 Drama,2020,8.1
 Fantasy,2020,8.1
Action,2017,5.9
 Crime,2017,5.9
 Thriller,2017,5.9
Animation,2011,7.0
Animation,2012,7.0
Animation,2013,7.0
Animation,2014,7.0
Animation,2015,7.0
Animation,2016,7.0
Animation,2017,7.0
Animation,2018,7.0
Animation,2019,7.0
Animation,2020,7.0
Animation,2021,7.0
Animation,2022,7.0
 Short,2011,7.0
 Short,2012,7.0
 Short,2013,7.0
 Short,2014,7.0
 Short,2015,7.0
 Short,2016,7.0
 Short,2017,7.0
 Short,2018,7.0
 Short,2019,7.0
 Short,2020,7.0
 Short,2021,7.0
 Short,2022,7.0
 Comedy,2011,7.0
 Comedy,2012,7.0
 Comedy,2013,7.0
 Comedy,2014,7.0
 Comedy,2015,7.0
 Comedy,2016,7.0
 Comedy,2017,7.0
 Comedy,2018,7.0
 Comedy,2019,7.0
 Comedy,2020,7.0
 Comedy,2021,7.0
 Comedy,2022,7.0
Action,2013,8.0
 Comedy,2013,8.0
 Fantasy,2013,8.0
Comedy,2020,8.4
 Drama,2020,8.4
 Romance,2020,8.4
Drama,2013,8.1
 Romance,2013,8.1
Comedy,2009,7.7
 Drama,2009,7.7
 Music,2009,7.7
Crime,2017,7.5
 Drama,2017,7.5
 Mystery,2017,7.5
Action,2017,7.7
 Crime,2017,7.7
 Drama,2017,7.7
Comedy,2019,8.2
 Romance,2019,8.2
Animation,2016,6.8
 Action,2016,6.8
 Adventure,2016,6.8
Action,2020,6.0
 Comedy,2020,6.0
 Romance,2020,6.0
Comedy,2014,7.0
Comedy,2015,7.0
 Romance,2014,7.0
 Romance,2015,7.0
Comedy,2014,7.4
 Drama,2014,7.4
 Romance,2014,7.4
Comedy,2013,7.8
 Drama,2013,7.8
 Romance,2013,7.8
Action,2012,7.7
 Drama,2012,7.7
 Romance,2012,7.7
Drama,2019,7.1
 Mystery,2019,7.1
 Thriller,2019,7.1
Drama,2014,7.2
 Romance,2014,7.2
Drama,2015,7.9
Drama,2016,7.9
 Thriller,2015,7.9
 Thriller,2016,7.9
Comedy,2019,8.1
 Drama,2019,8.1
 Fantasy,2019,8.1
Animation,2012,6.6
Animation,2013,6.6
 Action,2012,6.6
 Action,2013,6.6
 Adventure,2012,6.6
 Adventure,2013,6.6
Comedy,2012,8.0
Comedy,2013,8.0
 Drama,2012,8.0
 Drama,2013,8.0
 Romance,2012,8.0
 Romance,2013,8.0
Drama,2021,-
 Mystery,2021,-
 Romance,2021,-
Comedy,2006,7.6
 Romance,2006,7.6
Comedy,2010,7.1
 Romance,2010,7.1
Comedy,2017,7.0
 Romance,2017,7.0
Action,2011,8.0
Biography,2006,8.0
Biography,2007,8.0
 Drama,2006,8.0
 Drama,2007,8.0
 History,2006,8.0
 History,2007,8.0
Drama,2017,7.4
 History,2017,7.4
 Romance,2017,7.4
Action,2019,7.8
 Drama,2019,7.8
 History,2019,7.8
Drama,2017,6.4
 Romance,2017,6.4
Drama,2020,7.8
 Romance,2020,7.8
Action,2020,6.9
 Comedy,2020,6.9
 Drama,2020,6.9
Comedy,2021,6.0
 Romance,2021,6.0
Fantasy,2018,7.0
Comedy,2015,8.3
 Game-Show,2015,8.3
 Reality-TV,2015,8.3
Animation,2014,7.3
 Action,2014,7.3
 Adventure,2014,7.3
Comedy,2017,8.2
 Drama,2017,8.2
 Romance,2017,8.2
Reality-TV,2021,-
Animation,2013,6.4
Animation,2014,6.4
Animation,2015,6.4
Animation,2016,6.4
Animation,2017,6.4
 Action,2013,6.4
 Action,2014,6.4
 Action,2015,6.4
 Action,2016,6.4
 Action,2017,6.4
 Adventure,2013,6.4
 Adventure,2014,6.4
 Adventure,2015,6.4
 Adventure,2016,6.4
 Adventure,2017,6.4
Drama,2015,6.8
 Romance,2015,6.8
Drama,2017,7.3
 Romance,2017,7.3
Comedy,2016,7.8
 Romance,2016,7.8
Drama,2016,7.8
Drama,2017,7.8
Drama,2020,6.6
 Romance,2020,6.6
Action,2015,7.3
 Fantasy,2015,7.3
 History,2015,7.3
Comedy,2016,5.7
 Drama,2016,5.7
Comedy,2017,7.2
 Romance,2017,7.2
Comedy,2020,7.4
 Drama,2020,7.4
 Romance,2020,7.4
Drama,2018,6.7
Drama,2019,6.7
Animation,1997,5.2
Animation,1998,5.2
 Comedy,1997,5.2
 Comedy,1998,5.2
 Family,1997,5.2
 Family,1998,5.2
Drama,2020,7.5
Drama,2021,7.5
 Romance,2020,7.5
 Romance,2021,7.5
Comedy,2012,7.8
 Fantasy,2012,7.8
 Romance,2012,7.8
Animation,2016,8.3
 Adventure,2016,8.3
 Comedy,2016,8.3
Crime,2018,8.2
 Drama,2018,8.2
 Mystery,2018,8.2
Comedy,2019,7.8
 Crime,2019,7.8
 Mystery,2019,7.8
Drama,2017,6.9
Drama,2018,6.9
Animation,1997,7.3
 Adventure,1997,7.3
 Comedy,1997,7.3
Action,2003,7.8
 Drama,2003,7.8
 Romance,2003,7.8
Drama,2021,8.2
 Romance,2021,8.2
Comedy,2016,7.7
 Romance,2016,7.7
Animation,2008,4.5
Animation,2009,4.5
Animation,2010,4.5
Animation,2011,4.5
Animation,2012,4.5
Animation,2013,4.5
Animation,2014,4.5
Animation,2015,4.5
 Comedy,2008,4.5
 Comedy,2009,4.5
 Comedy,2010,4.5
 Comedy,2011,4.5
 Comedy,2012,4.5
 Comedy,2013,4.5
 Comedy,2014,4.5
 Comedy,2015,4.5
 Family,2008,4.5
 Family,2009,4.5
 Family,2010,4.5
 Family,2011,4.5
 Family,2012,4.5
 Family,2013,4.5
 Family,2014,4.5
 Family,2015,4.5
Fantasy,2017,6.1
 Romance,2017,6.1
Comedy,2017,7.2
Comedy,2018,7.2
 Fantasy,2017,7.2
 Fantasy,2018,7.2
 Romance,2017,7.2
 Romance,2018,7.2
Drama,2008,7.5
 Romance,2008,7.5
Comedy,2015,7.1
 Drama,2015,7.1
 Fantasy,2015,7.1
Comedy,2018,6.7
 Romance,2018,6.7
Animation,2004,5.0
Animation,2005,5.0
Animation,2006,5.0
Animation,2007,5.0
Animation,2008,5.0
 Family,2004,5.0
 Family,2005,5.0
 Family,2006,5.0
 Family,2007,5.0
 Family,2008,5.0
Animation,1993,6.8
Animation,1994,6.8
 Short,1993,6.8
 Short,1994,6.8
 Action,1993,6.8
 Action,1994,6.8
Drama,2015,7.9
Drama,2016,7.9
 Romance,2015,7.9
 Romance,2016,7.9
Fantasy,2021,7.1
 Mystery,2021,7.1
Comedy,2016,8.2
Animation,2018,6.8
 Action,2018,6.8
 Adventure,2018,6.8
Drama,2015,7.5
 Romance,2015,7.5
Fantasy,2012,8.0
 Romance,2012,8.0
Action,2008,8.1
 History,2008,8.1
 Romance,2008,8.1
Drama,2004,8.4
 Romance,2004,8.4
Mystery,2021,-
 Romance,2021,-
 Thriller,2021,-
Reality-TV,2016,9.6
Comedy,2015,7.0
 Romance,2015,7.0
Comedy,2013,7.2
 Romance,2013,7.2
Animation,2006,6.7
Animation,2007,6.7
Animation,2008,6.7
 Action,2006,6.7
 Action,2007,6.7
 Action,2008,6.7
 Comedy,2006,6.7
 Comedy,2007,6.7
 Comedy,2008,6.7
Comedy,2020,7.1
 Fantasy,2020,7.1
 Romance,2020,7.1
Comedy,2018,7.7
Comedy,2019,7.7
 Drama,2018,7.7
 Drama,2019,7.7
 Romance,2018,7.7
 Romance,2019,7.7
Comedy,2019,8.1
Comedy,2020,8.1
Action,2014,7.5
 Comedy,2014,7.5
 Mystery,2014,7.5
Action,2010,6.7
Action,2011,6.7
 Romance,2010,6.7
 Romance,2011,6.7
 Thriller,2010,6.7
 Thriller,2011,6.7
Comedy,2015,7.2
 Drama,2015,7.2
 Romance,2015,7.2
Animation,2020,7.4
Comedy,2020,7.1
 Fantasy,2020,7.1
Crime,2020,7.2
 Drama,2020,7.2
 Fantasy,2020,7.2
Drama,2020,7.6
 Romance,2020,7.6
Comedy,2010,7.7
 Drama,2010,7.7
 Romance,2010,7.7
Mystery,2012,7.9
 Thriller,2012,7.9
Drama,2008,7.7
Drama,2009,7.7
 Fantasy,2008,7.7
 Fantasy,2009,7.7
 History,2008,7.7
 History,2009,7.7
Comedy,2019,7.0
 Fantasy,2019,7.0
 Romance,2019,7.0
Animation,2011,5.6
 Action,2011,5.6
 Adventure,2011,5.6
Game-Show,2015,9.7
Comedy,2013,8.8
 Reality-TV,2013,8.8
Animation,1991,7.0
Animation,1992,7.0
Animation,1993,7.0
Animation,1994,7.0
Animation,1995,7.0
Animation,1996,7.0
Animation,1997,7.0
Animation,1998,7.0
Animation,1999,7.0
Animation,2000,7.0
Animation,2001,7.0
Animation,2002,7.0
Animation,2003,7.0
Animation,2004,7.0
Animation,2005,7.0
Animation,2006,7.0
Animation,2007,7.0
Animation,2008,7.0
Animation,2009,7.0
Animation,2010,7.0
Animation,2011,7.0
Animation,2012,7.0
Animation,2013,7.0
Animation,2014,7.0
Animation,2015,7.0
Animation,2016,7.0
Animation,2017,7.0
Animation,2018,7.0
Animation,2019,7.0
Animation,2020,7.0
 Adventure,1991,7.0
 Adventure,1992,7.0
 Adventure,1993,7.0
 Adventure,1994,7.0
 Adventure,1995,7.0
 Adventure,1996,7.0
 Adventure,1997,7.0
 Adventure,1998,7.0
 Adventure,1999,7.0
 Adventure,2000,7.0
 Adventure,2001,7.0
 Adventure,2002,7.0
 Adventure,2003,7.0
 Adventure,2004,7.0
 Adventure,2005,7.0
 Adventure,2006,7.0
 Adventure,2007,7.0
 Adventure,2008,7.0
 Adventure,2009,7.0
 Adventure,2010,7.0
 Adventure,2011,7.0
 Adventure,2012,7.0
 Adventure,2013,7.0
 Adventure,2014,7.0
 Adventure,2015,7.0
 Adventure,2016,7.0
 Adventure,2017,7.0
 Adventure,2018,7.0
 Adventure,2019,7.0
 Adventure,2020,7.0
 Family,1991,7.0
 Family,1992,7.0
 Family,1993,7.0
 Family,1994,7.0
 Family,1995,7.0
 Family,1996,7.0
 Family,1997,7.0
 Family,1998,7.0
 Family,1999,7.0
 Family,2000,7.0
 Family,2001,7.0
 Family,2002,7.0
 Family,2003,7.0
 Family,2004,7.0
 Family,2005,7.0
 Family,2006,7.0
 Family,2007,7.0
 Family,2008,7.0
 Family,2009,7.0
 Family,2010,7.0
 Family,2011,7.0
 Family,2012,7.0
 Family,2013,7.0
 Family,2014,7.0
 Family,2015,7.0
 Family,2016,7.0
 Family,2017,7.0
 Family,2018,7.0
 Family,2019,7.0
 Family,2020,7.0
Comedy,2016,7.4
 Crime,2016,7.4
 Drama,2016,7.4
Comedy,2016,7.5
 Romance,2016,7.5
Drama,2019,7.6
 Romance,2019,7.6
Drama,2015,6.8
 Horror,2015,6.8
Mystery,2020,7.1
 Thriller,2020,7.1
Drama,2019,7.9
Animation,2016,6.4
 Adventure,2016,6.4
 Comedy,2016,6.4
Comedy,2014,7.4
 Romance,2014,7.4
Drama,2012,7.7
Drama,2013,7.7
 Romance,2012,7.7
 Romance,2013,7.7
Fantasy,2017,7.4
 Romance,2017,7.4
Drama,2016,7.3
 History,2016,7.3
Action,2020,7.5
 Comedy,2020,7.5
 Crime,2020,7.5
Comedy,2014,7.2
Comedy,2015,7.2
 Drama,2014,7.2
 Drama,2015,7.2
 Romance,2014,7.2
 Romance,2015,7.2
Animation,2011,6.1
 Adventure,2011,6.1
 Comedy,2011,6.1
Crime,2017,7.9
 Sci-Fi,2017,7.9
 Thriller,2017,7.9
Drama,2013,7.6
 History,2013,7.6
 Romance,2013,7.6
Drama,2007,8.1
Drama,2008,8.1
 History,2007,8.1
 History,2008,8.1
Fantasy,2014,8.2
 Mystery,2014,8.2
 Thriller,2014,8.2
Action,2016,7.9
Action,2017,7.9
 Adventure,2016,7.9
 Adventure,2017,7.9
 Comedy,2016,7.9
 Comedy,2017,7.9
Comedy,2015,6.7
 Romance,2015,6.7
Action,2021,7.2
 Fantasy,2021,7.2
 History,2021,7.2
Drama,2019,7.6
 Fantasy,2019,7.6
 Music,2019,7.6
Animation,2015,5.5
Animation,2016,5.5
Animation,2017,5.5
Animation,2018,5.5
 Adventure,2015,5.5
 Adventure,2016,5.5
 Adventure,2017,5.5
 Adventure,2018,5.5
 Comedy,2015,5.5
 Comedy,2016,5.5
 Comedy,2017,5.5
 Comedy,2018,5.5
Music,2017,6.9
 Romance,2017,6.9
Drama,2019,7.7
Comedy,2012,8.0
 Drama,2012,8.0
 Romance,2012,8.0
Drama,2019,8.1
Drama,2016,7.9
 Mystery,2016,7.9
 Romance,2016,7.9
Drama,2008,7.9
 History,2008,7.9
 Romance,2008,7.9
Drama,2017,8.3
Comedy,2006,8.4
Romance,2015,7.8
Crime,2020,6.6
 Drama,2020,6.6
 Mystery,2020,6.6
Drama,2011,8.3
 History,2011,8.3
Animation,2003,6.3
 Family,2003,6.3
Comedy,2020,8.9
 Game-Show,2020,8.9
 Mystery,2020,8.9
Drama,2014,7.2
 History,2014,7.2
Drama,2012,7.9
 Music,2012,7.9
 Romance,2012,7.9
Comedy,2014,7.6
 Romance,2014,7.6
Animation,2021,6.2
 Action,2021,6.2
 Adventure,2021,6.2
Drama,2021,7.7
 History,2021,7.7
 Romance,2021,7.7
Animation,2007,8.2
 Action,2007,8.2
 Adventure,2007,8.2
Comedy,2009,7.6
 Drama,2009,7.6
 Romance,2009,7.6
Drama,2020,7.8
Comedy,2016,7.0
 Romance,2016,7.0
Drama,2013,7.5
 History,2013,7.5
 Romance,2013,7.5
Romance,2013,6.9
Action,2012,7.4
 Comedy,2012,7.4
 Fantasy,2012,7.4
Comedy,2005,7.8
Comedy,2006,7.8
 Drama,2005,7.8
 Drama,2006,7.8
 Romance,2005,7.8
 Romance,2006,7.8
Comedy,2020,7.4
 Mystery,2020,7.4
 Romance,2020,7.4
Action,2012,8.4
 History,2012,8.4
 Romance,2012,8.4
Comedy,2020,7.0
Comedy,2021,7.0
 Drama,2020,7.0
 Drama,2021,7.0
 Romance,2020,7.0
 Romance,2021,7.0
Comedy,2017,6.9
 Fantasy,2017,6.9
 Romance,2017,6.9
Drama,2019,7.7
 Mystery,2019,7.7
 Romance,2019,7.7
Comedy,2021,7.4
 Romance,2021,7.4
Animation,2013,5.2
Animation,2014,5.2
Animation,2015,5.2
 Adventure,2013,5.2
 Adventure,2014,5.2
 Adventure,2015,5.2
 Family,2013,5.2
 Family,2014,5.2
 Family,2015,5.2
Drama,2019,6.4
 Romance,2019,6.4
Romance,2009,8.3
Romance,2010,8.3
Mystery,2017,8.2
 Sci-Fi,2017,8.2
Drama,2014,7.5
Drama,2011,7.1
 Music,2011,7.1
 Romance,2011,7.1
Comedy,2018,7.1
 Romance,2018,7.1
Comedy,2016,8.3
 Drama,2016,8.3
Comedy,2020,7.4
 Drama,2020,7.4
Animation,2013,6.8
Drama,2015,6.8
Drama,2016,6.8
Animation,1990,7.4
Animation,1991,7.4
 Adventure,1990,7.4
 Adventure,1991,7.4
 Family,1990,7.4
 Family,1991,7.4
Drama,2016,7.0
Drama,2017,7.0
Crime,2013,7.6
 Drama,2013,7.6
Romance,2018,6.6
Action,2011,8.3
 Drama,2011,8.3
 History,2011,8.3
Comedy,2019,6.9
 History,2019,6.9
 Romance,2019,6.9
Comedy,2014,7.6
 Romance,2014,7.6
Comedy,2016,7.9
 Crime,2016,7.9
 Drama,2016,7.9
Comedy,2022,-
 Mystery,2022,-
 Sci-Fi,2022,-
Reality-TV,2014,8.7
Fantasy,2020,7.9
 Mystery,2020,7.9
 Thriller,2020,7.9
Mystery,2018,7.0
Drama,2014,7.6
Drama,2015,7.6
Drama,2016,7.6
Drama,2017,7.6
Drama,2018,7.6
Drama,2019,7.6
Drama,2020,7.6
Crime,2019,7.8
 Drama,2019,7.8
 Mystery,2019,7.8
Comedy,2018,7.6
 Drama,2018,7.6
Comedy,2015,7.4
 Drama,2015,7.4
 Romance,2015,7.4
Drama,2014,7.3
Comedy,2015,7.5
 Romance,2015,7.5
Action,2009,8.3
Action,2010,8.3
 Adventure,2009,8.3
 Adventure,2010,8.3
 Comedy,2009,8.3
 Comedy,2010,8.3
Drama,2006,8.7
 Romance,2006,8.7
Fantasy,2013,8.2
 Mystery,2013,8.2
 Romance,2013,8.2
Fantasy,2018,6.7
Drama,2019,7.7
Drama,2020,7.7
Drama,2018,7.8
Reality-TV,2013,8.6
Fantasy,2014,6.4
 Romance,2014,6.4
Reality-TV,2008,7.4
Drama,2005,7.2
 Romance,2005,7.2
Drama,2018,7.1
 Romance,2018,7.1
Drama,2012,7.1
Drama,2013,7.1
 History,2012,7.1
 History,2013,7.1
Action,2002,7.8
Action,2003,7.8
 Adventure,2002,7.8
 Adventure,2003,7.8
 Drama,2002,7.8
 Drama,2003,7.8
Action,2012,7.7
 Crime,2012,7.7
 Mystery,2012,7.7
Comedy,2020,7.3
 Drama,2020,7.3
Comedy,2011,7.2
 Drama,2011,7.2
 Romance,2011,7.2
Animation,2020,7.6
Comedy,2016,7.4
 Drama,2016,7.4
 Fantasy,2016,7.4
Comedy,2014,7.1
 Romance,2014,7.1
Drama,2017,7.5
 Mystery,2017,7.5
 Romance,2017,7.5
Documentary,2018,9.2
Animation,2010,6.1
Animation,2011,6.1
Animation,2012,6.1
 Action,2010,6.1
 Action,2011,6.1
 Action,2012,6.1
Biography,2006,8.3
Biography,2007,8.3
 Drama,2006,8.3
 Drama,2007,8.3
 History,2006,8.3
 History,2007,8.3
Fantasy,2011,7.7
Fantasy,2012,7.7
 Romance,2011,7.7
 Romance,2012,7.7
Drama,2020,7.5
Drama,2019,7.9
Animation,1998,6.2
Animation,1999,6.2
Animation,2000,6.2
Animation,2001,6.2
Animation,2002,6.2
Animation,2003,6.2
Animation,2004,6.2
Animation,2005,6.2
Animation,2006,6.2
Animation,2007,6.2
Animation,2008,6.2
Animation,2009,6.2
Animation,2010,6.2
Animation,2011,6.2
Animation,2012,6.2
 Comedy,1998,6.2
 Comedy,1999,6.2
 Comedy,2000,6.2
 Comedy,2001,6.2
 Comedy,2002,6.2
 Comedy,2003,6.2
 Comedy,2004,6.2
 Comedy,2005,6.2
 Comedy,2006,6.2
 Comedy,2007,6.2
 Comedy,2008,6.2
 Comedy,2009,6.2
 Comedy,2010,6.2
 Comedy,2011,6.2
 Comedy,2012,6.2
 Family,1998,6.2
 Family,1999,6.2
 Family,2000,6.2
 Family,2001,6.2
 Family,2002,6.2
 Family,2003,6.2
 Family,2004,6.2
 Family,2005,6.2
 Family,2006,6.2
 Family,2007,6.2
 Family,2008,6.2
 Family,2009,6.2
 Family,2010,6.2
 Family,2011,6.2
 Family,2012,6.2
Animation,2017,6.1
Animation,2018,6.1
Animation,2019,6.1
Animation,2020,6.1
Animation,2021,6.1
 Action,2017,6.1
 Action,2018,6.1
 Action,2019,6.1
 Action,2020,6.1
 Action,2021,6.1
 Adventure,2017,6.1
 Adventure,2018,6.1
 Adventure,2019,6.1
